elapsed time,x-position,y-position,MAC address
4.501495,14.70793,6.313063,70:ED:BD:46:F3:CF
5.956384,4.269337,-3.74751,C8:69:44:52:5D:C0
6.51125,11.9415,5.799702,70:ED:BD:46:F3:CF
7.556559,-0.3915511,14.96336,64:B5:DD:46:5D:E5
7.958849,4.867119,-1.008534,C8:69:44:52:5D:C0
8.513544,9.185336,5.288247,70:ED:BD:46:F3:CF
9.556677,-2.891634,13.70221,64:B5:DD:46:5D:E5
9.975681,5.469192,1.750094,C8:69:44:52:5D:C0
10.51377,6.813128,4.739331,70:ED:BD:46:F3:CF
11.57193,-5.410639,12.43151,64:B5:DD:46:5D:E5
11.70694,4.429301,-13.83401,CF:CA:9E:19:AE:5D
11.97901,5.735396,3.307225,C8:69:44:52:5D:C0
12.51731,5.874484,4.904874,70:ED:BD:46:F3:CF
13.57628,-7.916005,11.16768,64:B5:DD:46:5D:E5
13.71298,1.92978,-15.11456,CF:CA:9E:19:AE:5D
13.98365,6.265995,4.044915,C8:69:44:52:5D:C0
14.52005,4.120763,4.085463,70:ED:BD:46:F3:CF
15.58424,-10.4259,9.901578,64:B5:DD:46:5D:E5
15.72123,-0.5724998,-16.39652,CF:CA:9E:19:AE:5D
15.99126,6.572035,6.446676,C8:69:44:52:5D:C0
16.53249,2.428762,1.833436,70:ED:BD:46:F3:CF
17.59674,-12.94146,8.632607,64:B5:DD:46:5D:E5
17.73207,-3.077996,-17.68014,CF:CA:9E:19:AE:5D
18.00478,5.931144,7.04102,C8:69:44:52:5D:C0
18.54223,0.7393736,-0.4165671,70:ED:BD:46:F3:CF
19.60208,-15.44806,7.36816,64:B5:DD:46:5D:E5
19.73709,-5.512936,-18.92791,CF:CA:9E:19:AE:5D
20.00975,4.286427,5.340706,C8:69:44:52:5D:C0
20.55383,-0.9515738,-2.668647,70:ED:BD:46:F3:CF
21.61593,-17.68368,6.223103,64:B5:DD:46:5D:E5
21.73824,-6.169736,-19.33334,CF:CA:9E:19:AE:5D
22.0144,2.458895,3.21079,C8:69:44:52:5D:C0
22.5571,-2.63553,-4.911414,70:ED:BD:46:F3:CF
23.62051,-17.6988,5.884239,64:B5:DD:46:5D:E5
23.74281,-4.303708,-18.96599,CF:CA:9E:19:AE:5D
24.01788,0.6323879,1.082188,C8:69:44:52:5D:C0
24.56701,-4.32506,-7.161606,70:ED:BD:46:F3:CF
25.62264,-15.38195,6.368482,64:B5:DD:46:5D:E5
25.74489,-1.584099,-18.28774,CF:CA:9E:19:AE:5D
26.0202,-1.193555,-1.044782,C8:69:44:52:5D:C0
26.56757,-6.006731,-9.401327,70:ED:BD:46:F3:CF
27.63721,-12.63451,7.005764,64:B5:DD:46:5D:E5
27.74613,1.134376,-17.60979,CF:CA:9E:19:AE:5D
28.02479,-3.021732,-3.174052,C8:69:44:52:5D:C0
28.58006,-7.698436,-11.65441,70:ED:BD:46:F3:CF
29.64063,-9.902255,7.639529,64:B5:DD:46:5D:E5
29.76194,3.872646,-16.9269,CF:CA:9E:19:AE:5D
30.03781,-4.857602,-5.312282,C8:69:44:52:5D:C0
30.5898,-9.38782,-13.90442,70:ED:BD:46:F3:CF
31.64588,-7.167519,8.273864,64:B5:DD:46:5D:E5
31.77588,6.608361,-16.24464,CF:CA:9E:19:AE:5D
32.05395,-6.696315,-7.45382,C8:69:44:52:5D:C0
32.59852,-11.07635,-16.15328,70:ED:BD:46:F3:CF
33.65687,-4.424942,8.910013,64:B5:DD:46:5D:E5
33.78886,9.342791,-15.56271,CF:CA:9E:19:AE:5D
34.05686,-8.52296,-9.581306,C8:69:44:52:5D:C0
34.60346,-12.71918,-18.34262,70:ED:BD:46:F3:CF
35.66382,-1.687877,9.544883,64:B5:DD:46:5D:E5
35.80542,12.08207,-14.87955,CF:CA:9E:19:AE:5D
36.06748,-10.35664,-11.71699,C8:69:44:52:5D:C0
36.60548,-12.81471,-19.33333,70:ED:BD:46:F3:CF
37.67768,1.058607,10.18194,64:B5:DD:46:5D:E5
37.81921,14.8176,-14.19734,CF:CA:9E:19:AE:5D
38.06792,-12.18103,-13.84185,C8:69:44:52:5D:C0
38.62031,-10.63914,-19.06337,70:ED:BD:46:F3:CF
39.67894,3.405134,10.74086,64:B5:DD:46:5D:E5
39.82919,16.85413,-14.14435,CF:CA:9E:19:AE:5D
40.07099,-14.00783,-15.96951,C8:69:44:52:5D:C0
40.62147,-7.892823,-18.50945,70:ED:BD:46:F3:CF
41.6812,3.354593,10.93304,64:B5:DD:46:5D:E5
41.84124,17.19102,-16.15236,CF:CA:9E:19:AE:5D
42.08058,-15.27323,-16.90631,C8:69:44:52:5D:C0
42.62259,-5.146565,-17.95556,70:ED:BD:46:F3:CF
43.68189,0.9236333,10.76911,64:B5:DD:46:5D:E5
43.85487,16.69128,-18.7543,CF:CA:9E:19:AE:5D
44.09388,-15.61574,-15.26038,C8:69:44:52:5D:C0
44.63905,-2.379229,-17.39742,70:ED:BD:46:F3:CF
45.69057,-1.879868,10.5487,64:B5:DD:46:5D:E5
45.86261,15.00122,-19.33078,CF:CA:9E:19:AE:5D
46.10464,-15.5003,-12.44767,C8:69:44:52:5D:C0
46.65123,0.3822047,-16.84048,70:ED:BD:46:F3:CF
47.69897,-4.682983,10.32832,64:B5:DD:46:5D:E5
47.87095,12.21358,-19.04446,CF:CA:9E:19:AE:5D
48.11166,-15.38506,-9.640214,C8:69:44:52:5D:C0
48.65268,3.128937,-16.28649,70:ED:BD:46:F3:CF
49.70514,-7.482972,10.10819,64:B5:DD:46:5D:E5
49.88051,9.415802,-18.74853,CF:CA:9E:19:AE:5D
50.12349,-15.26954,-6.826026,C8:69:44:52:5D:C0
50.65734,4.552091,-15.90493,70:ED:BD:46:F3:CF
51.71426,-10.28709,9.887732,64:B5:DD:46:5D:E5
51.89489,6.61131,-18.45191,CF:CA:9E:19:AE:5D
52.12819,-15.15443,-4.021808,C8:69:44:52:5D:C0
52.6583,3.263327,-15.80406,70:ED:BD:46:F3:CF
53.72489,-13.09332,9.667113,64:B5:DD:46:5D:E5
53.90184,3.817167,-18.15637,CF:CA:9E:19:AE:5D
54.13338,-15.28951,-1.605383,C8:69:44:52:5D:C0
54.66633,0.457507,-15.869,70:ED:BD:46:F3:CF
55.7399,-15.90565,9.446019,64:B5:DD:46:5D:E5
55.90406,1.029604,-17.86154,CF:CA:9E:19:AE:5D
56.14317,-15.9461,-0.1467627,C8:69:44:52:5D:C0
56.682,-2.363675,-15.93472,70:ED:BD:46:F3:CF
57.74831,-17.95303,9.154605,64:B5:DD:46:5D:E5
57.92065,-1.777963,-17.56459,CF:CA:9E:19:AE:5D
58.14658,-14.51002,1.957852,C8:69:44:52:5D:C0
58.69716,-5.184133,-16.00043,70:ED:BD:46:F3:CF
59.75164,-17.41135,8.341424,64:B5:DD:46:5D:E5
59.92633,-4.570336,-17.26927,CF:CA:9E:19:AE:5D
60.1521,-12.76922,4.160801,C8:69:44:52:5D:C0
60.70957,-8.000743,-16.06606,70:ED:BD:46:F3:CF
61.76114,-14.95802,7.130988,64:B5:DD:46:5D:E5
61.9407,-7.374823,-16.97266,CF:CA:9E:19:AE:5D
62.16088,-11.02559,6.367332,C8:69:44:52:5D:C0
62.72388,-10.82001,-16.13173,70:ED:BD:46:F3:CF
63.7733,-12.42259,5.903305,64:B5:DD:46:5D:E5
63.94572,-9.908621,-16.68463,CF:CA:9E:19:AE:5D
64.17418,-9.278049,8.57882,C8:69:44:52:5D:C0
64.72587,-13.62202,-16.197,70:ED:BD:46:F3:CF
65.77898,-9.895137,4.679914,64:B5:DD:46:5D:E5
65.94907,-10.16898,-16.17267,CF:CA:9E:19:AE:5D
66.18879,-7.529366,10.79175,C8:69:44:52:5D:C0
66.7266,-15.89304,-16.03276,70:ED:BD:46:F3:CF
67.78389,-7.368588,3.457199,64:B5:DD:46:5D:E5
67.9573,-7.942432,-15.40073,CF:CA:9E:19:AE:5D
68.19617,-5.78696,12.99674,C8:69:44:52:5D:C0
68.74293,-16.19513,-14.25658,70:ED:BD:46:F3:CF
69.79064,-4.839714,2.233366,64:B5:DD:46:5D:E5
69.95733,-5.261322,-14.59332,CF:CA:9E:19:AE:5D
70.20676,-4.041768,15.20525,C8:69:44:52:5D:C0
70.75497,-15.38804,-11.55852,70:ED:BD:46:F3:CF
